transaction_id,date,retailer_id,order_value_pkr,delivery_distance_km,is_default,credit_score,base_loyalty,avg_basket_size_pkr,fuel_price_pkr,replacement_cost_index,hormuz_blockage_active,base_cost,logistics_cost,total_cost,default_prob,optimized_price,expected_profit,prob_accept,margin_pct
txn_22,2026-01-01,r_0216,26373.36,10.2,1,30.77,0.99,24310.49991567467,266.0,100.1,False,21119.786688,542.64,21662.426688,0.34615,30225.71658486857,2034.9185268993265,0.36343625704859717,39.53061224489795
txn_23,2026-01-01,r_0218,53142.02,24.0,0,31.99,0.88,46596.992807610695,266.0,100.1,False,42556.129616,1276.8,43832.929616,0.34005,59049.218039839994,3206.835874551074,0.3193426820532559,34.71428571428571
txn_24,2026-01-01,r_0221,34809.26,16.0,0,14.41,0.97,36564.67430115855,266.0,100.1,False,27875.255408,851.2,28726.455408,0.42795,39736.30913376,2251.0492847719916,0.357412275586693,38.326530612244895
txn_25,2026-01-01,r_0224,25638.45,6.1,1,20.39,0.9,30570.803967635147,266.0,100.1,False,20531.27076,324.52,20855.79076,0.39805,28095.729552399996,1458.3624551056957,0.3346340746934893,34.71428571428571
txn_26,2026-01-01,r_0250,47149.08,16.2,1,33.22,0.51,48248.49330594762,266.0,100.1,False,37756.983264,861.8399999999999,38618.823264,0.33390000000000003,47840.05249234285,1145.0056280149565,0.18641436229241007,23.877551020408163
txn_27,2026-01-01,r_0253,11416.89,13.0,0,13.6,0.88,13539.665523446032,266.0,100.1,False,9142.645512,691.6,9834.245512,0.43200000000000005,13248.133596879998,619.2337006809717,0.3193426820532559,34.71428571428571
txn_28,2026-01-01,r_0256,13081.47,15.5,1,34.71,0.83,15532.619604813,266.0,100.1,False,10475.641176,824.6,11300.241176,0.32644999999999996,14950.91092734857,750.8972376940354,0.30537826185508216,32.30612244897959
txn_29,2026-01-01,r_0261,39008.74,7.8,0,21.78,0.73,36262.77013188586,266.0,100.1,False,31238.198991999994,414.96000000000004,31653.158991999993,0.3911,40735.67767419428,1502.3574191969935,0.27165705742617696,28.693877551020407
txn_30,2026-01-01,r_0276,27175.54,19.6,0,44.17,0.35,33030.03267934721,266.0,100.1,False,21762.172432,1042.72,22804.892432,0.27915,27700.96321536,443.13686999674195,0.12555826191051206,21.46938775510204
txn_31,2026-01-01,r_0286,34241.88,10.7,0,24.84,0.86,28829.71806029685,266.0,100.1,False,27420.897503999997,569.2399999999999,27990.137504,0.37579999999999997,37369.68970432,1848.6757669249937,0.31575837568805126,33.51020408163265
txn_32,2026-01-01,r_0287,24209.34,5.7,1,27.31,0.95,24152.035879884657,266.0,100.1,False,19386.839472,303.24,19690.079472,0.36345,26999.519178034287,1637.4751439692857,0.35193147184640117,37.12244897959183
txn_33,2026-01-01,r_0300,33983.91,16.9,0,31.57,0.65,28892.929754250392,266.0,100.1,False,27214.315128000002,899.0799999999999,28113.395128000004,0.34215,35503.201847360004,1186.9624370722836,0.24416140579205015,26.285714285714285
txn_34,2026-01-01,r_0308,20027.3,18.9,0,21.77,0.88,23151.22278627052,266.0,100.1,False,16037.861839999998,1005.4799999999999,17043.341839999997,0.39115,22959.816221599995,1150.3507161479909,0.3193426820532559,34.71428571428571
txn_35,2026-01-01,r_0310,7824.25,22.1,0,8.58,0.69,7537.144296352463,266.0,100.1,False,6265.6594,1175.72,7441.3794,0.4571,9486.999410571429,286.0175587152288,0.25754189706522085,27.489795918367342
txn_36,2026-01-01,r_0315,42359.53,11.1,0,38.41,0.65,36416.149142079885,266.0,100.1,False,33921.511624,590.52,34512.031623999996,0.30795,43583.76565088,1532.8681427850706,0.24416140579205015,26.285714285714285
txn_37,2026-01-01,r_0326,25289.32,21.1,0,59.96,0.79,24038.42532953047,266.0,100.1,False,20251.687456,1122.5200000000002,21374.207456,0.2002,28022.022183131427,1535.753671431097,0.2888426063508117,31.102040816326525
txn_38,2026-01-01,r_0335,32157.47,15.4,0,34.97,0.49,31949.37344889685,266.0,100.1,False,25751.701976,819.28,26570.981976,0.32515,32915.481753942855,754.1382870056825,0.1761352788952867,23.877551020408163
txn_39,2026-01-01,r_0341,15915.91,20.7,0,30.82,0.94,19073.467206542195,266.0,100.1,False,12745.460728,1101.24,13846.700728,0.34590000000000004,18986.93514110857,1155.7042275711121,0.34373173324472506,37.12244897959183
txn_40,2026-01-01,r_0343,10854.94,10.8,0,42.75,0.97,10263.919247977838,266.0,100.1,False,8692.635952,574.5600000000001,9267.195952,0.28625,12818.990645439999,906.0735232366294,0.357412275586693,38.326530612244895
txn_41,2026-01-01,r_0369,16272.68,14.0,0,33.0,0.56,14720.056353305492,266.0,100.1,False,13031.162143999998,744.8,13775.962143999997,0.335,17231.198363382853,467.1084283782795,0.2032910761210143,25.08163265306122
txn_42,2026-01-01,r_0372,17842.37,6.2,0,38.71,0.84,20618.757469422657,266.0,100.1,False,14288.169896,329.84,14618.009896,0.30645,19340.522072605712,1023.7662416895034,0.3125719069348677,32.30612244897959
txn_43,2026-01-01,r_0375,25196.46,13.1,0,33.74,0.9,25079.016531993773,266.0,100.1,False,20177.325168,696.9200000000001,20874.245168,0.33129999999999993,28120.59027632,1621.513237268376,0.3346340746934893,34.71428571428571
txn_44,2026-01-01,r_0380,13107.2,15.0,1,28.72,0.45,12731.044735064044,266.0,100.1,False,10496.245760000002,798.0,11294.245760000002,0.3564,13855.04311497143,271.94161031004927,0.16500017959527533,22.6734693877551
txn_45,2026-01-01,r_0384,21576.74,6.3,1,50.46,0.4,26389.48774805603,266.0,100.1,False,17278.653392,335.16,17613.813392,0.2477,21395.39128758857,423.85608149810906,0.1489890346632516,21.46938775510204
txn_46,2026-01-01,r_0387,22807.41,8.8,0,46.32,0.52,20061.64779725516,266.0,100.1,False,18264.173927999997,468.1600000000001,18732.333927999996,0.26839999999999997,23205.156518971424,627.1874616968397,0.19166464014607126,23.877551020408163
txn_47,2026-01-01,r_0388,16629.6,4.8,1,27.81,0.75,19546.344757522944,266.0,100.1,False,13316.98368,255.35999999999999,13572.34368,0.36095,17630.197453714285,709.0306179908288,0.2734221899874588,29.897959183673468
txn_48,2026-01-01,r_0399,23796.91,11.4,0,50.74,0.88,22519.434854650717,266.0,100.1,False,19056.565528,606.48,19663.045528,0.2463,26488.931332719996,1642.912757918392,0.3193426820532559,34.71428571428571
txn_49,2026-01-01,r_0402,17408.61,4.3,1,26.49,0.54,19990.7570812978,266.0,100.1,False,13940.814887999999,228.76,14169.574888,0.36755000000000004,17552.92236125714,433.0760188814775,0.20239106529095374,23.877551020408163
txn_50,2026-01-01,r_0409,11813.36,17.6,1,35.64,0.72,10557.0126200196,266.0,100.1,False,9460.138688,936.3200000000002,10396.458687999999,0.3218,13379.605813577142,536.662845772791,0.2652583543767301,28.693877551020407
txn_51,2026-01-01,r_0413,17973.88,20.0,0,54.54,0.66,19121.65472224424,266.0,100.1,False,14393.483103999999,1064.0,15457.483103999999,0.2273,19706.713663405713,785.8295279058336,0.23933550774700027,27.489795918367342
txn_52,2026-01-01,r_0431,17775.43,11.6,0,56.23,0.56,20765.805939434707,266.0,100.1,False,14234.564343999999,617.12,14851.684344,0.21885000000000002,18576.729253954287,591.5402015546921,0.2032910761210143,25.08163265306122
txn_53,2026-01-01,r_0459,14142.8,15.0,1,3.98,0.46,12717.37667772718,266.0,100.1,False,11325.554239999998,798.0,12123.554239999998,0.48009999999999997,14872.384599314282,242.96511833373415,0.17001066720743357,22.6734693877551
txn_54,2026-01-01,r_0473,29440.38,18.9,0,30.1,0.5,32201.65844756738,266.0,100.1,False,23575.856304,1005.4799999999999,24581.336304,0.34950000000000003,30450.757421485716,691.9780329894397,0.18123819852973375,23.877551020408163
txn_55,2026-01-01,r_0474,16121.48,6.0,0,32.72,0.63,13701.873258103868,266.0,100.1,False,12910.081184,319.2,13229.281184000001,0.33640000000000003,16706.692238080002,536.1367764801136,0.23233422552996777,26.285714285714285
txn_56,2026-01-01,r_0476,17853.82,11.4,0,33.28,0.8,17500.09997816439,266.0,100.1,False,14297.339055999999,606.48,14903.819055999998,0.3336,19539.210941988567,913.4256462619036,0.2957002941291061,31.102040816326525
txn_57,2026-01-01,r_0480,17350.25,22.5,0,25.95,0.74,16831.06185917418,266.0,100.1,False,13894.080199999999,1197.0,15091.080199999999,0.37024999999999997,19603.005198571427,758.5595498192621,0.2669682608290846,29.897959183673468
txn_58,2026-01-01,r_0496,35125.33,13.9,1,22.54,0.61,40432.877336177095,266.0,100.1,False,28128.364264,739.48,28867.844264,0.38730000000000003,36455.96332768,1026.818004865519,0.2208571472593659,26.285714285714285
txn_59,2026-01-02,r_0001,12153.3,20.4,0,35.37,0.33,11384.2801024395,271.07,100.2,False,9742.08528,1105.9656,10848.050879999999,0.32315,13046.441599151018,183.94900599680346,0.12362324242165161,20.26530612244898
txn_60,2026-01-02,r_0003,30613.22,12.5,1,41.6,0.49,26517.151410590475,271.07,100.2,False,24539.557152,677.675,25217.232152,0.292,31238.48962502857,750.8735519330493,0.1761352788952867,23.877551020408163
txn_61,2026-01-02,r_0062,26864.83,20.6,1,40.06,0.96,28987.367141519928,271.07,100.2,False,21534.847728,1116.8084,22651.656128000002,0.29969999999999997,31333.250048078367,2121.90925665493,0.3490142932722521,38.326530612244895
txn_62,2026-01-02,r_0089,40890.51,17.6,0,40.37,0.89,37281.946136706894,271.07,100.2,False,32777.832816,954.1664000000001,33731.999216000004,0.29815,45441.821800982856,2686.8016127308083,0.32691961659535135,34.71428571428571
txn_63,2026-01-02,r_0093,6069.05,21.5,0,26.73,0.49,6129.17728318849,271.07,100.2,False,4864.95048,1165.6009999999999,6030.55148,0.36634999999999995,7470.49948644898,160.7098891372237,0.1761352788952867,23.877551020408163
txn_64,2026-01-02,r_0106,18695.45,18.0,0,19.66,0.79,17498.462505236508,271.07,100.2,False,14986.27272,975.852,15962.124720000002,0.4017,20926.671265567347,857.9457847848829,0.2888426063508117,31.102040816326525
txn_65,2026-01-02,r_0113,28588.61,16.5,0,16.5,0.54,26676.814758421235,271.07,100.2,False,22916.629776,894.531,23811.160776,0.4175,29496.682838840818,670.2820900470567,0.20239106529095374,23.877551020408163
txn_66,2026-01-02,r_0121,39179.06,10.5,0,34.58,0.52,32914.95933382584,271.07,100.2,False,31405.934495999998,569.247,31975.181495999997,0.3271,39610.07177157551,984.6804747813026,0.19166464014607126,23.877551020408163
txn_67,2026-01-02,r_0132,18511.0,11.5,0,13.77,0.65,17830.81144004737,271.07,100.2,False,14838.4176,623.4609999999999,15461.8786,0.43115000000000003,19526.143832,564.4907389379773,0.24416140579205015,26.285714285714285
txn_68,2026-01-02,r_0149,26751.21,7.1,1,20.64,0.88,27650.458381924607,271.07,100.2,False,21443.769936,384.9194,21828.689336,0.3968,29406.362919782852,1459.668362320696,0.3193426820532559,34.71428571428571
txn_69,2026-01-02,r_0150,36899.16,19.1,0,35.88,0.99,32437.347248975064,271.07,100.2,False,29578.366656000006,1035.4874,30613.854056000004,0.3206,42715.69799609633,2988.170278863917,0.36343625704859717,39.53061224489795
txn_70,2026-01-02,r_0152,26434.5,23.4,1,13.66,0.97,24260.473774746835,271.07,100.2,False,21189.895200000003,1268.6075999999998,22458.502800000002,0.43170000000000003,31066.067750693877,1748.3461805443333,0.357412275586693,38.326530612244895
txn_71,2026-01-02,r_0160,16030.27,7.4,1,37.34,0.83,13383.851609066043,271.07,100.2,False,12849.864432,401.1836,13251.048032,0.31329999999999997,17531.94783499102,897.718611953738,0.30537826185508216,32.30612244897959
txn_72,2026-01-02,r_0161,15618.5,11.0,1,38.66,0.88,19150.104603487674,271.07,100.2,False,12519.789600000002,596.354,13116.143600000001,0.30670000000000003,17669.319164,1008.0743514406446,0.3193426820532559,34.71428571428571
txn_73,2026-01-02,r_0169,57040.78,24.7,0,4.93,0.98,57950.9938770305,271.07,100.2,False,45723.88924800001,1339.0857999999998,47062.97504800001,0.47534999999999994,65100.58058680491,3463.3638429636753,0.3659734299239371,38.326530612244895
txn_74,2026-01-02,r_0180,13849.62,20.8,1,12.73,0.74,15493.451429533136,271.07,100.2,False,11101.855392000001,1127.6512,12229.506592000002,0.43634999999999996,15885.879481240818,550.1987808784309,0.2669682608290846,29.897959183673468
txn_75,2026-01-02,r_0183,14214.09,7.4,1,18.93,0.44,15855.693421712363,271.07,100.2,False,11394.014544000001,401.1836,11795.198144000002,0.40535,14469.5787844049,254.5439538228542,0.16005827892881455,22.6734693877551
txn_76,2026-01-02,r_0184,18139.69,8.7,1,27.89,0.58,17745.390666456955,271.07,100.2,False,14540.775504000001,471.6617999999999,15012.437304000001,0.36055,18777.801680860408,515.9372124207766,0.21428079630906738,25.08163265306122
txn_77,2026-01-02,r_0191,23553.02,8.8,0,30.74,0.81,28580.618229342155,271.07,100.2,False,18880.100832,477.08320000000003,19357.184032,0.34630000000000005,25377.663310524083,1191.1979709365946,0.30267349668842325,31.102040816326525
txn_78,2026-01-02,r_0199,20058.46,20.9,0,26.06,0.91,22896.44321526706,271.07,100.2,False,16078.861536,1133.0726,17211.934136,0.3697,23394.17986648163,1290.086782696916,0.33107421299644163,35.91836734693877
txn_79,2026-01-02,r_0207,17517.63,23.5,0,26.67,0.56,15813.317766684915,271.07,100.2,False,14042.132208,1274.029,15316.161208000001,0.36665,19157.704498741226,494.615613233315,0.2032910761210143,25.08163265306122
txn_80,2026-01-02,r_0227,24420.81,2.9,0,30.82,0.93,25295.8776995336,271.07,100.2,False,19575.721296,157.2206,19732.941896,0.34590000000000004,26820.692454563265,1608.5660180342757,0.3469655177302685,35.91836734693877
txn_81,2026-01-02,r_0232,21543.3,23.8,1,56.43,0.74,22513.938411735824,271.07,100.2,False,17269.10928,1290.2931999999998,18559.40248,0.21785,24108.28505820408,1158.6578719220145,0.2669682608290846,29.897959183673468
txn_82,2026-01-02,r_0233,16347.86,24.6,0,45.84,0.95,19381.599809517746,271.07,100.2,False,13104.444576,1333.6644,14438.108976,0.2708,19797.888614233467,1375.4718297953048,0.35193147184640117,37.12244897959183
txn_83,2026-01-02,r_0245,16367.54,16.6,1,30.56,0.97,17685.44076741777,271.07,100.2,False,13120.220064000001,899.9524,14020.172464000001,0.3472,19393.61815530449,1253.7255432422794,0.357412275586693,38.326530612244895
txn_84,2026-01-02,r_0247,19384.51,10.8,0,22.83,1.0,17219.142204534786,271.07,100.2,False,15538.623216,585.5112,16124.134416,0.38585,22498.103469835103,1457.089530430602,0.3722218222237999,39.53061224489795
txn_85,2026-01-02,r_0265,22628.87,3.3,0,28.01,0.59,24425.608507756868,271.07,100.2,False,18139.302192000003,178.90619999999998,18318.208392000004,0.35995,22912.714129503678,646.6547245682993,0.2198972280550668,25.08163265306122
txn_86,2026-01-02,r_0274,7924.85,9.1,0,44.18,0.67,9331.051160724146,271.07,100.2,False,6352.559760000001,493.34739999999994,6845.907160000001,0.2791,8727.8330670449,332.80824894096696,0.2453107248250751,27.489795918367342
txn_87,2026-01-02,r_0295,17995.01,7.2,1,9.8,0.72,18250.245473317755,271.07,100.2,False,14424.800016,390.3408,14815.140816,0.451,19066.179180754287,619.0652691238603,0.2652583543767301,28.693877551020407
txn_88,2026-01-02,r_0346,24383.87,7.6,1,55.53,0.65,20474.93203361424,271.07,100.2,False,19546.110192,412.02639999999997,19958.136592,0.22235,25204.275353325713,996.0954738123298,0.24416140579205015,26.285714285714285
txn_89,2026-01-02,r_0381,34294.33,21.7,0,60.08,0.77,33493.89424256545,271.07,100.2,False,27490.334928000004,1176.4438,28666.778728000005,0.1996,37237.56053137143,1966.4363842218347,0.28665028793230996,29.897959183673468
txn_90,2026-01-02,r_0389,38208.67,9.0,0,18.5,0.58,45029.712033364776,271.07,100.2,False,30628.069872,487.926,31115.995872,0.4075,38920.39565295674,990.8573023682995,0.21428079630906738,25.08163265306122
txn_91,2026-01-02,r_0412,56513.98,12.1,0,24.55,0.97,53148.46301064576,271.07,100.2,False,45301.60636800001,655.9893999999999,45957.59576800001,0.37725000000000003,63571.54777867429,3920.4869228732164,0.357412275586693,38.326530612244895
txn_92,2026-01-02,r_0421,25326.63,23.2,0,35.08,0.31,27100.948128638,271.07,100.2,False,20301.826608000003,1257.7648,21559.591408000004,0.3246,25928.70860558041,337.8639517863085,0.11449515429840695,20.26530612244898
txn_93,2026-01-02,r_0422,35153.33,13.2,0,11.47,0.84,32066.44463518141,271.07,100.2,False,28178.909328000005,715.6247999999999,28894.534128000007,0.44265,38229.23770445389,1626.2169344772503,0.3125719069348677,32.30612244897959
txn_94,2026-01-02,r_0423,30309.43,16.1,0,52.1,0.87,30092.634131775187,271.07,100.2,False,24296.039088,872.8454,25168.884488,0.2395,33603.02904499918,2073.0491229839754,0.323198498542156,33.51020408163265
txn_95,2026-01-02,r_0427,53622.08,7.5,1,20.78,0.51,47244.57722831325,271.07,100.2,False,42983.459328000004,406.605,43390.06432800001,0.3961,53750.549075706134,1166.3381326837343,0.18641436229241007,23.877551020408163
txn_96,2026-01-02,r_0431,17602.85,2.8,0,56.23,0.56,20765.805939434707,271.07,100.2,False,14110.444559999998,151.79919999999998,14262.243759999998,0.21885000000000002,17839.447347967343,568.0628777853685,0.2032910761210143,25.08163265306122
txn_97,2026-01-02,r_0435,51522.65,8.0,0,40.16,0.98,45290.76286777748,271.07,100.2,False,41300.556240000005,433.712,41734.268240000005,0.2992,57729.565332800004,4102.38070078484,0.3659734299239371,38.326530612244895
txn_98,2026-01-02,r_0437,26525.68,15.1,0,14.85,0.32,25726.98266958467,271.07,100.2,False,21262.985088,818.6314,22081.616488,0.42575,26556.523666078363,305.8727692695081,0.11902982084075836,20.26530612244898
txn_99,2026-01-02,r_0440,17662.64,19.6,1,20.17,0.85,21032.00871331984,271.07,100.2,False,14158.372224,1062.5944000000002,15220.966624,0.39915,20321.543602899594,945.2943711405502,0.3084478162925643,33.51020408163265
txn_100,2026-01-02,r_0454,45741.76,16.0,0,14.44,0.99,39259.256982710256,271.07,100.2,False,36666.594816000004,867.424,37534.018816,0.4278,52371.44625408,3085.565092628909,0.36343625704859717,39.53061224489795
txn_101,2026-01-02,r_0462,10286.0,15.9,0,45.93,0.74,10818.325032935363,271.07,100.2,False,8245.2576,862.0026,9107.2602,0.27035,11830.145137346939,530.3999916480365,0.2669682608290846,29.897959183673468
txn_102,2026-01-02,r_0463,44896.62,15.2,0,29.29,0.85,38274.16348511623,271.07,100.2,False,35989.130592,824.0527999999999,36813.183392,0.35355000000000003,49149.3562756049,2459.7846489459484,0.3084478162925643,33.51020408163265
txn_103,2026-01-02,r_0472,27703.01,22.9,1,29.13,0.94,31455.03176702086,271.07,100.2,False,22206.732816,1241.5006,23448.233416,0.35435,32152.791902470202,1931.806090750687,0.34373173324472506,37.12244897959183
txn_104,2026-01-02,r_0481,22489.43,5.4,1,21.07,0.61,22775.891430729396,271.07,100.2,False,18027.527088000003,292.7556,18320.282688000003,0.39465000000000006,23135.899851702863,643.8281460007087,0.2208571472593659,26.285714285714285
txn_105,2026-01-02,r_0489,22943.15,20.8,1,19.12,0.49,23451.33396793169,271.07,100.2,False,18391.229040000002,1127.6512,19518.880240000002,0.4044,24179.51082791837,488.9289145974475,0.1761352788952867,23.877551020408163
txn_106,2026-01-02,r_0491,17108.71,10.9,0,26.26,0.62,14681.910554014728,271.07,100.2,False,13714.341936,590.9326,14305.274536,0.36869999999999997,18065.51812832,537.7997439791776,0.22655248068695022,26.285714285714285
txn_107,2026-01-03,r_0008,14055.61,9.0,1,17.73,0.73,15393.183568219582,271.07,100.3,False,11278.221464,487.926,11766.147464,0.41135,15142.311409792654,539.8855057824878,0.27165705742617696,28.693877551020407
txn_108,2026-01-03,r_0027,19651.94,5.9,1,36.78,0.54,19855.99466297944,271.07,100.3,False,15768.716655999999,319.86260000000004,16088.579255999999,0.3161,19930.1379763102,531.7303089422549,0.20239106529095374,23.877551020408163
txn_109,2026-01-03,r_0030,17946.87,5.5,0,28.35,0.65,15555.41846225908,271.07,100.3,False,14400.568487999997,298.177,14698.745487999997,0.35825,18562.41573056,605.4007396082269,0.24416140579205015,26.285714285714285
txn_110,2026-01-03,r_0037,18384.26,2.9,0,35.82,0.59,17269.7216706742,271.07,100.3,False,14751.530223999998,157.2206,14908.750823999999,0.3209,18648.108938835918,558.4066021914525,0.2198972280550668,25.08163265306122
txn_111,2026-01-03,r_0055,15795.01,22.2,0,46.14,0.56,16336.30553063817,271.07,100.3,False,12673.916024,1203.5507999999998,13877.466824,0.2693,17358.16207434612,517.0391426554459,0.2032910761210143,25.08163265306122
txn_112,2026-01-03,r_0088,25820.14,5.1,1,30.48,0.76,23265.69651206094,271.07,100.3,False,20718.080336,276.4914,20994.571735999998,0.34759999999999996,27271.520224416323,1146.5504917248993,0.27998235870116656,29.897959183673468
txn_113,2026-01-03,r_0092,25014.67,19.5,0,17.51,0.77,31104.830267974903,271.07,100.3,False,20071.771208,1057.173,21128.944207999997,0.41245,27446.067323248975,1063.938571693352,0.28665028793230996,29.897959183673468
txn_114,2026-01-03,r_0114,23329.3,5.6,0,64.64,0.41,28005.39156480278,271.07,100.3,False,18719.430319999996,303.59839999999997,19023.028719999995,0.17679999999999998,23107.156518661217,517.3045158114423,0.15386561763072257,21.46938775510204
txn_115,2026-01-03,r_0126,44619.78,4.1,0,35.99,0.99,37834.28684503736,271.07,100.3,False,35802.911472,222.27739999999997,36025.188872,0.32004999999999995,50266.16659548245,3519.208811181715,0.36343625704859717,39.53061224489795
txn_116,2026-01-03,r_0130,37179.26,17.9,0,51.99,0.64,37938.89381953085,271.07,100.3,False,29832.638224,970.4305999999999,30803.068823999998,0.24004999999999999,38899.87548630857,1465.7061611744402,0.23820349258300177,26.285714285714285
txn_117,2026-01-03,r_0164,26707.9,12.2,0,36.88,0.48,26589.90755557177,271.07,100.3,False,21430.418960000003,661.4108,22091.829760000004,0.3156,27100.814017828576,617.8913549679049,0.18024052814487512,22.6734693877551
txn_118,2026-01-03,r_0191,27280.63,10.1,1,30.74,0.81,28580.618229342155,271.07,100.3,False,21889.977511999998,547.5613999999999,22437.538911999996,0.34630000000000005,29416.071422589383,1380.7561461729701,0.30267349668842325,31.102040816326525
txn_119,2026-01-03,r_0206,12017.79,15.7,0,15.92,0.71,14555.763076815723,271.07,100.3,False,9643.074696000001,851.1597999999999,10494.234496000001,0.4204,13505.437292199185,451.96181880299076,0.2589604051429792,28.693877551020407
txn_120,2026-01-03,r_0210,34829.76,7.0,0,25.05,0.83,35391.36613668197,271.07,100.3,False,27947.399424000003,379.498,28326.897424000003,0.37475,37478.21959179429,1747.3329395123826,0.30537826185508216,32.30612244897959
txn_121,2026-01-03,r_0213,25214.27,16.3,1,22.08,0.64,26848.569950064782,271.07,100.3,False,20231.930248,883.6882,21115.618448,0.3896,26666.009582902858,807.023606678125,0.23820349258300177,26.285714285714285
