transaction_id,date,retailer_id,order_value_pkr,delivery_distance_km,is_default,credit_score,base_loyalty,avg_basket_size_pkr,fuel_price_pkr,replacement_cost_index,hormuz_blockage_active,base_cost,logistics_cost,default_prob,total_cost,target_price
txn_31,2026-01-01,r_0286,34241.88,10.7,0,24.84,0.86,28829.71806029685,266.0,100.1,False,27420.897503999997,569.2399999999999,0.37579999999999997,27990.137504,44841.61727651393
txn_32,2026-01-01,r_0287,24209.34,5.7,1,27.31,0.95,24152.035879884657,266.0,100.1,False,19386.839472,303.24,0.36345,19690.079472,30932.494653994192
txn_33,2026-01-01,r_0300,33983.91,16.9,0,31.57,0.65,28892.929754250392,266.0,100.1,False,27214.315128000002,899.0799999999999,0.34215,28113.395128000004,42735.266592688306
txn_34,2026-01-01,r_0308,20027.3,18.9,0,21.77,0.88,23151.22278627052,266.0,100.1,False,16037.861839999998,1005.4799999999999,0.39115,17043.341839999997,27992.677736716756
txn_35,2026-01-01,r_0310,7824.25,22.1,0,8.58,0.69,7537.144296352463,266.0,100.1,False,6265.6594,1175.72,0.4571,7441.3794,13706.72204825935
txn_36,2026-01-01,r_0315,42359.53,11.1,0,38.41,0.65,36416.149142079885,266.0,100.1,False,33921.511624,590.52,0.30795,34512.031623999996,49869.274798063714
txn_37,2026-01-01,r_0326,25289.32,21.1,0,59.96,0.79,24038.42532953047,266.0,100.1,False,20251.687456,1122.5200000000002,0.2002,21374.207456,26724.440430107526
txn_38,2026-01-01,r_0335,32157.47,15.4,0,34.97,0.49,31949.37344889685,266.0,100.1,False,25751.701976,819.28,0.32515,26570.981976,39373.16733496333
txn_39,2026-01-01,r_0341,15915.91,20.7,0,30.82,0.94,19073.467206542195,266.0,100.1,False,12745.460728,1101.24,0.34590000000000004,13846.700728,21169.088408500233
txn_40,2026-01-01,r_0343,10854.94,10.8,0,42.75,0.97,10263.919247977838,266.0,100.1,False,8692.635952,574.5600000000001,0.28625,9267.195952,12983.812191943958
txn_41,2026-01-01,r_0369,16272.68,14.0,0,33.0,0.56,14720.056353305492,266.0,100.1,False,13031.162143999998,744.8,0.335,13775.962143999997,20715.732547368418
txn_42,2026-01-01,r_0372,17842.37,6.2,0,38.71,0.84,20618.757469422657,266.0,100.1,False,14288.169896,329.84,0.30645,14618.009896,21077.081531252254
txn_43,2026-01-01,r_0375,25196.46,13.1,0,33.74,0.9,25079.016531993773,266.0,100.1,False,20177.325168,696.9200000000001,0.33129999999999993,20874.245168,31216.158468670554
txn_44,2026-01-01,r_0380,13107.2,15.0,1,28.72,0.45,12731.044735064044,266.0,100.1,False,10496.245760000002,798.0,0.3564,11294.245760000002,17548.548415164703
txn_45,2026-01-01,r_0384,21576.74,6.3,1,50.46,0.4,26389.48774805603,266.0,100.1,False,17278.653392,335.16,0.2477,17613.813392,23413.283785723783
txn_46,2026-01-01,r_0387,22807.41,8.8,0,46.32,0.52,20061.64779725516,266.0,100.1,False,18264.173927999997,468.1600000000001,0.26839999999999997,18732.333927999996,25604.611711317655
txn_47,2026-01-01,r_0388,16629.6,4.8,1,27.81,0.75,19546.344757522944,266.0,100.1,False,13316.98368,255.35999999999999,0.36095,13572.34368,21238.31262029575
txn_48,2026-01-01,r_0399,23796.91,11.4,0,50.74,0.88,22519.434854650717,266.0,100.1,False,19056.565528,606.48,0.2463,19663.045528,26088.689834151515
txn_49,2026-01-01,r_0402,17408.61,4.3,1,26.49,0.54,19990.7570812978,266.0,100.1,False,13940.814887999999,228.76,0.36755000000000004,14169.574888,22404.26102933038
txn_50,2026-01-01,r_0409,11813.36,17.6,1,35.64,0.72,10557.0126200196,266.0,100.1,False,9460.138688,936.3200000000002,0.3218,10396.458687999999,15329.487891477438
txn_51,2026-01-01,r_0413,17973.88,20.0,0,54.54,0.66,19121.65472224424,266.0,100.1,False,14393.483103999999,1064.0,0.2273,15457.483103999999,20004.507705448428
txn_52,2026-01-01,r_0431,17775.43,11.6,0,56.23,0.56,20765.805939434707,266.0,100.1,False,14234.564343999999,617.12,0.21885000000000002,14851.684344,19012.58957178519
txn_53,2026-01-01,r_0459,14142.8,15.0,1,3.98,0.46,12717.37667772718,266.0,100.1,False,11325.554239999998,798.0,0.48009999999999997,12123.554239999998,23319.01180996345
txn_54,2026-01-01,r_0473,29440.38,18.9,0,30.1,0.5,32201.65844756738,266.0,100.1,False,23575.856304,1005.4799999999999,0.34950000000000003,24581.336304,37788.37248885473
txn_55,2026-01-01,r_0474,16121.48,6.0,0,32.72,0.63,13701.873258103868,266.0,100.1,False,12910.081184,319.2,0.33640000000000003,13229.281184000001,19935.625654008443
txn_56,2026-01-01,r_0476,17853.82,11.4,0,33.28,0.8,17500.09997816439,266.0,100.1,False,14297.339055999999,606.48,0.3336,14903.819055999998,22364.67445378151
txn_57,2026-01-01,r_0480,17350.25,22.5,0,25.95,0.74,16831.06185917418,266.0,100.1,False,13894.080199999999,1197.0,0.37024999999999997,15091.080199999999,23963.604922588325
txn_58,2026-01-01,r_0496,35125.33,13.9,1,22.54,0.61,40432.877336177095,266.0,100.1,False,28128.364264,739.48,0.38730000000000003,28867.844264,47115.78956095968
txn_59,2026-01-02,r_0001,12153.3,20.4,0,35.37,0.33,11384.2801024395,271.07,100.2,False,9742.08528,1105.9656,0.32315,10848.050879999999,16027.259924650956
txn_60,2026-01-02,r_0003,30613.22,12.5,1,41.6,0.49,26517.151410590475,271.07,100.2,False,24539.557152,677.675,0.292,25217.232152,35617.559536723165
txn_61,2026-01-02,r_0062,26864.83,20.6,1,40.06,0.96,28987.367141519928,271.07,100.2,False,21534.847728,1116.8084,0.29969999999999997,22651.656128000002,32345.646334428104
txn_62,2026-01-02,r_0089,40890.51,17.6,0,40.37,0.89,37281.946136706894,271.07,100.2,False,32777.832816,954.1664000000001,0.29815,33731.999216000004,48061.550496544856
txn_63,2026-01-02,r_0093,6069.05,21.5,0,26.73,0.49,6129.17728318849,271.07,100.2,False,4864.95048,1165.6009999999999,0.36634999999999995,6030.55148,9517.164807070149
txn_64,2026-01-02,r_0106,18695.45,18.0,0,19.66,0.79,17498.462505236508,271.07,100.2,False,14986.27272,975.852,0.4017,15962.124720000002,26679.13207421026
txn_65,2026-01-02,r_0113,28588.61,16.5,0,16.5,0.54,26676.814758421235,271.07,100.2,False,22916.629776,894.531,0.4175,23811.160776,40877.52922918455
txn_66,2026-01-02,r_0121,39179.06,10.5,0,34.58,0.52,32914.95933382584,271.07,100.2,False,31405.934495999998,569.247,0.3271,31975.181495999997,47518.474507356215
txn_67,2026-01-02,r_0132,18511.0,11.5,0,13.77,0.65,17830.81144004737,271.07,100.2,False,14838.4176,623.4609999999999,0.43115000000000003,15461.8786,27180.941548738683
txn_68,2026-01-02,r_0149,26751.21,7.1,1,20.64,0.88,27650.458381924607,271.07,100.2,False,21443.769936,384.9194,0.3968,21828.689336,36188.14545092839
txn_69,2026-01-02,r_0150,36899.16,19.1,0,35.88,0.99,32437.347248975064,271.07,100.2,False,29578.366656000006,1035.4874,0.3206,30613.854056000004,45060.13255225199
txn_70,2026-01-02,r_0152,26434.5,23.4,1,13.66,0.97,24260.473774746835,271.07,100.2,False,21189.895200000003,1268.6075999999998,0.43170000000000003,22458.502800000002,39518.74502903396
txn_71,2026-01-02,r_0160,16030.27,7.4,1,37.34,0.83,13383.851609066043,271.07,100.2,False,12849.864432,401.1836,0.31329999999999997,13251.048032,19296.70603174603
txn_72,2026-01-02,r_0161,15618.5,11.0,1,38.66,0.88,19150.104603487674,271.07,100.2,False,12519.789600000002,596.354,0.30670000000000003,13116.143600000001,18918.42434732439
txn_73,2026-01-02,r_0169,57040.78,24.7,0,4.93,0.98,57950.9938770305,271.07,100.2,False,45723.88924800001,1339.0857999999998,0.47534999999999994,47062.97504800001,89703.56437243878
txn_74,2026-01-02,r_0180,13849.62,20.8,1,12.73,0.74,15493.451429533136,271.07,100.2,False,11101.855392000001,1127.6512,0.43634999999999996,12229.506592000002,21696.98676838464
txn_75,2026-01-02,r_0183,14214.09,7.4,1,18.93,0.44,15855.693421712363,271.07,100.2,False,11394.014544000001,401.1836,0.40535,11795.198144000002,19835.530385941314
txn_76,2026-01-02,r_0184,18139.69,8.7,1,27.89,0.58,17745.390666456955,271.07,100.2,False,14540.775504000001,471.6617999999999,0.36055,15012.437304000001,23477.108927984988
txn_77,2026-01-02,r_0191,23553.02,8.8,0,30.74,0.81,28580.618229342155,271.07,100.2,False,18880.100832,477.08320000000003,0.34630000000000005,19357.184032,29611.7240813829
txn_78,2026-01-02,r_0199,20058.46,20.9,0,26.06,0.91,22896.44321526706,271.07,100.2,False,16078.861536,1133.0726,0.3697,17211.934136,27307.526790417258
txn_79,2026-01-02,r_0207,17517.63,23.5,0,26.67,0.56,15813.317766684915,271.07,100.2,False,14042.132208,1274.029,0.36665,15316.161208000001,24182.776044840924
txn_80,2026-01-02,r_0227,24420.81,2.9,0,30.82,0.93,25295.8776995336,271.07,100.2,False,19575.721296,157.2206,0.34590000000000004,19732.941896,30168.0811741324
txn_81,2026-01-02,r_0232,21543.3,23.8,1,56.43,0.74,22513.938411735824,271.07,100.2,False,17269.10928,1290.2931999999998,0.21785,18559.40248,23728.699712331396
txn_82,2026-01-02,r_0233,16347.86,24.6,0,45.84,0.95,19381.599809517746,271.07,100.2,False,13104.444576,1333.6644,0.2708,14438.108976,19799.930027427316
txn_83,2026-01-02,r_0245,16367.54,16.6,1,30.56,0.97,17685.44076741777,271.07,100.2,False,13120.220064000001,899.9524,0.3472,14020.172464000001,21476.97987745098
txn_84,2026-01-02,r_0247,19384.51,10.8,0,22.83,1.0,17219.142204534786,271.07,100.2,False,15538.623216,585.5112,0.38585,16124.134416,26254.391298542705
txn_85,2026-01-02,r_0265,22628.87,3.3,0,28.01,0.59,24425.608507756868,271.07,100.2,False,18139.302192000003,178.90619999999998,0.35995,18318.208392000004,28619.964677759555
txn_86,2026-01-02,r_0274,7924.85,9.1,0,44.18,0.67,9331.051160724146,271.07,100.2,False,6352.559760000001,493.34739999999994,0.2791,6845.907160000001,9496.333971424609
txn_87,2026-01-02,r_0295,17995.01,7.2,1,9.8,0.72,18250.245473317755,271.07,100.2,False,14424.800016,390.3408,0.451,14815.140816,26985.68454644809
txn_88,2026-01-02,r_0346,24383.87,7.6,1,55.53,0.65,20474.93203361424,271.07,100.2,False,19546.110192,412.02639999999997,0.22235,19958.136592,25664.677672474765
txn_89,2026-01-02,r_0381,34294.33,21.7,0,60.08,0.77,33493.89424256545,271.07,100.2,False,27490.334928000004,1176.4438,0.1996,28666.778728000005,35815.56562718641
txn_90,2026-01-02,r_0389,38208.67,9.0,0,18.5,0.58,45029.712033364776,271.07,100.2,False,30628.069872,487.926,0.4075,31115.995872,52516.44872911392
txn_91,2026-01-02,r_0412,56513.98,12.1,0,24.55,0.97,53148.46301064576,271.07,100.2,False,45301.60636800001,655.9893999999999,0.37725000000000003,45957.59576800001,73797.8254002409
txn_92,2026-01-02,r_0421,25326.63,23.2,0,35.08,0.31,27100.948128638,271.07,100.2,False,20301.826608000003,1257.7648,0.3246,21559.591408000004,31921.219141249636
txn_93,2026-01-02,r_0422,35153.33,13.2,0,11.47,0.84,32066.44463518141,271.07,100.2,False,28178.909328000005,715.6247999999999,0.44265,28894.534128000007,51842.70947878354
txn_94,2026-01-02,r_0423,30309.43,16.1,0,52.1,0.87,30092.634131775187,271.07,100.2,False,24296.039088,872.8454,0.2395,25168.884488,33095.180128862594
txn_95,2026-01-02,r_0427,53622.08,7.5,1,20.78,0.51,47244.57722831325,271.07,100.2,False,42983.459328000004,406.605,0.3961,43390.06432800001,71849.75050173872
txn_96,2026-01-02,r_0431,17602.85,2.8,0,56.23,0.56,20765.805939434707,271.07,100.2,False,14110.444559999998,151.79919999999998,0.21885000000000002,14262.243759999998,18258.009037956854
txn_97,2026-01-02,r_0435,51522.65,8.0,0,40.16,0.98,45290.76286777748,271.07,100.2,False,41300.556240000005,433.712,0.2992,41734.268240000005,59552.32340182649
txn_98,2026-01-02,r_0437,26525.68,15.1,0,14.85,0.32,25726.98266958467,271.07,100.2,False,21262.985088,818.6314,0.42575,22081.616488,38452.9673278189
txn_99,2026-01-02,r_0440,17662.64,19.6,1,20.17,0.85,21032.00871331984,271.07,100.2,False,14158.372224,1062.5944000000002,0.39915,15220.966624,25332.390153948574
txn_100,2026-01-02,r_0454,45741.76,16.0,0,14.44,0.99,39259.256982710256,271.07,100.2,False,36666.594816000004,867.424,0.4278,37534.018816,65595.97835721775
txn_101,2026-01-02,r_0462,10286.0,15.9,0,45.93,0.74,10818.325032935363,271.07,100.2,False,8245.2576,862.0026,0.27035,9107.2602,12481.683272802029
txn_102,2026-01-02,r_0463,44896.62,15.2,0,29.29,0.85,38274.16348511623,271.07,100.2,False,35989.130592,824.0527999999999,0.35355000000000003,36813.183392,56946.68325779256
txn_103,2026-01-02,r_0472,27703.01,22.9,1,29.13,0.94,31455.03176702086,271.07,100.2,False,22206.732816,1241.5006,0.35435,23448.233416,36317.25147680631
txn_104,2026-01-02,r_0481,22489.43,5.4,1,21.07,0.61,22775.891430729396,271.07,100.2,False,18027.527088000003,292.7556,0.39465000000000006,18320.282688000003,30263.950917650953
txn_105,2026-01-02,r_0489,22943.15,20.8,1,19.12,0.49,23451.33396793169,271.07,100.2,False,18391.229040000002,1127.6512,0.4044,19518.880240000002,32771.79355271995
txn_106,2026-01-02,r_0491,17108.71,10.9,0,26.26,0.62,14681.910554014728,271.07,100.2,False,13714.341936,590.9326,0.36869999999999997,14305.274536,22660.02619356883
txn_107,2026-01-03,r_0008,14055.61,9.0,1,17.73,0.73,15393.183568219582,271.07,100.3,False,11278.221464,487.926,0.41135,11766.147464,19988.358895778474
txn_108,2026-01-03,r_0027,19651.94,5.9,1,36.78,0.54,19855.99466297944,271.07,100.3,False,15768.716655999999,319.86260000000004,0.3161,16088.579255999999,23524.75399327387
txn_109,2026-01-03,r_0030,17946.87,5.5,0,28.35,0.65,15555.41846225908,271.07,100.3,False,14400.568487999997,298.177,0.35825,14698.745487999997,22904.16125905726
txn_110,2026-01-03,r_0037,18384.26,2.9,0,35.82,0.59,17269.7216706742,271.07,100.3,False,14751.530223999998,157.2206,0.3209,14908.750823999999,21953.689919010452
txn_111,2026-01-03,r_0055,15795.01,22.2,0,46.14,0.56,16336.30553063817,271.07,100.3,False,12673.916024,1203.5507999999998,0.2693,13877.466824,18992.017002873956
txn_112,2026-01-03,r_0088,25820.14,5.1,1,30.48,0.76,23265.69651206094,271.07,100.3,False,20718.080336,276.4914,0.34759999999999996,20994.571735999998,32180.52074800735
txn_113,2026-01-03,r_0092,25014.67,19.5,0,17.51,0.77,31104.830267974903,271.07,100.3,False,20071.771208,1057.173,0.41245,21128.944207999997,35961.09983490766
txn_114,2026-01-03,r_0114,23329.3,5.6,0,64.64,0.41,28005.39156480278,271.07,100.3,False,18719.430319999996,303.59839999999997,0.17679999999999998,19023.028719999995,23108.63547133138
txn_115,2026-01-03,r_0126,44619.78,4.1,0,35.99,0.99,37834.28684503736,271.07,100.3,False,35802.911472,222.27739999999997,0.32004999999999995,36025.188872,52982.11467313772
txn_116,2026-01-03,r_0130,37179.26,17.9,0,51.99,0.64,37938.89381953085,271.07,100.3,False,29832.638224,970.4305999999999,0.24004999999999999,30803.068823999998,40533.02036186591
txn_117,2026-01-03,r_0164,26707.9,12.2,0,36.88,0.48,26589.90755557177,271.07,100.3,False,21430.418960000003,661.4108,0.3156,22091.829760000004,32279.12004675629
txn_118,2026-01-03,r_0191,27280.63,10.1,1,30.74,0.81,28580.618229342155,271.07,100.3,False,21889.977511999998,547.5613999999999,0.34630000000000005,22437.538911999996,34323.90838610983
txn_119,2026-01-03,r_0206,12017.79,15.7,0,15.92,0.71,14555.763076815723,271.07,100.3,False,9643.074696000001,851.1597999999999,0.4204,10494.234496000001,18105.99464458247
txn_120,2026-01-03,r_0210,34829.76,7.0,0,25.05,0.83,35391.36613668197,271.07,100.3,False,27947.399424000003,379.498,0.37475,28326.897424000003,45304.91391283487
txn_121,2026-01-03,r_0213,25214.27,16.3,1,22.08,0.64,26848.569950064782,271.07,100.3,False,20231.930248,883.6882,0.3896,21115.618448,34593.083958060284
txn_122,2026-01-03,r_0215,21643.79,6.9,0,42.63,0.91,24169.488113172032,271.07,100.3,False,17366.977096000002,374.07660000000004,0.28685,17741.053696000003,24877.029651545963
txn_123,2026-01-03,r_0225,9263.29,13.6,1,26.53,0.61,10216.283955783769,271.07,100.3,False,7432.863896000001,737.3104,0.36735,8170.174296000001,12914.208955978822
txn_124,2026-01-03,r_0232,18099.65,11.4,0,56.43,0.74,22513.938411735824,271.07,100.3,False,14523.15916,618.0396000000001,0.21785,15141.19876,19358.43349741098
txn_125,2026-01-03,r_0258,51498.23,9.1,1,38.07,0.76,51663.51335869237,271.07,100.3,False,41322.179752,493.34739999999994,0.30965,41815.527151999995,60571.48859563989
txn_126,2026-01-03,r_0279,25269.82,12.0,0,19.85,0.79,30351.260604867224,271.07,100.3,False,20276.503567999996,650.568,0.40075000000000005,20927.071567999996,34922.10524488944
txn_127,2026-01-03,r_0286,33178.71,14.1,1,24.84,0.86,28829.71806029685,271.07,100.3,False,26622.596903999998,764.4173999999999,0.37579999999999997,27387.014303999997,43875.38337712271
txn_128,2026-01-03,r_0293,17906.95,7.9,1,36.3,0.75,21845.104495603184,271.07,100.3,False,14368.53668,428.2906,0.3185,14796.82728,21712.145678650035
txn_129,2026-01-03,r_0294,23836.25,23.7,1,15.94,0.99,24984.981200651797,271.07,100.3,False,19126.207,1284.8718000000001,0.4203,20411.0788,35209.727100224256
txn_130,2026-01-03,r_0307,13735.79,21.2,0,6.04,0.8,12600.136532192144,271.07,100.3,False,11021.597896000001,1149.3368,0.4698,12170.934696,22955.365326291965
txn_131,2026-01-03,r_0310,7978.25,16.9,0,8.58,0.69,7537.144296352463,271.07,100.3,False,6401.7478,916.2166,0.4571,7317.9644,13479.39657395469
txn_132,2026-01-03,r_0316,14043.86,18.1,0,36.61,0.5,12422.080965385276,271.07,100.3,False,11268.793264,981.2734,0.31695,12250.066664,17934.363024668768
txn_133,2026-01-03,r_0318,30987.86,23.4,0,56.22,0.74,31376.6169654726,271.07,100.3,False,24864.658863999997,1268.6075999999998,0.2189,26133.266463999997,33457.00481884521
txn_134,2026-01-03,r_0334,15054.11,22.5,0,41.02,0.55,13114.728824016,271.07,100.3,False,12079.417864,1219.815,0.2949,13299.232864,18861.48470287902
txn_135,2026-01-03,r_0351,26833.95,9.9,0,44.44,0.42,27515.86240416985,271.07,100.3,False,21531.56148,536.7186,0.2778,22068.28008,30557.02032677929
txn_136,2026-01-03,r_0353,46113.41,6.3,0,12.38,0.77,44641.40311661099,271.07,100.3,False,37001.400184,341.5482,0.43810000000000004,37342.948383999996,66458.352703328
txn_137,2026-01-03,r_0356,43070.74,2.4,0,19.13,0.97,37909.73992506221,271.07,100.3,False,34559.961776,130.1136,0.40435000000000004,34690.07537599999,58239.02522622344
txn_138,2026-01-03,r_0357,42103.1,9.5,0,27.5,0.79,37332.1224110777,271.07,100.3,False,33783.52744,515.033,0.3625,34298.56044,53801.663435294126
txn_139,2026-01-03,r_0361,20504.96,15.4,0,14.18,0.75,19523.70147728207,271.07,100.3,False,16453.179904,834.8956,0.4291,17288.075504,30282.143114380804
txn_140,2026-01-03,r_0380,14517.73,8.6,0,28.72,0.45,12731.044735064044,271.07,100.3,False,11649.026552,466.24039999999997,0.3564,12115.266952,18824.218384089498
txn_141,2026-01-03,r_0384,22869.17,18.4,0,50.46,0.4,26389.48774805603,271.07,100.3,False,18350.222007999997,997.5375999999999,0.2477,19347.759607999997,25718.14383623554
txn_142,2026-01-03,r_0444,18585.68,15.1,0,8.92,0.35,16072.158372319376,271.07,100.3,False,14913.149632,818.6314,0.45539999999999997,15731.781032,28886.85463092178
txn_143,2026-01-03,r_0470,43255.42,16.6,1,46.2,0.48,37132.83854664229,271.07,100.3,False,34708.149008,899.9524,0.26899999999999996,35608.101408,48711.493034199724
txn_144,2026-01-03,r_0474,14396.58,5.4,0,32.72,0.63,13701.873258103868,271.07,100.3,False,11551.815792,292.7556,0.33640000000000003,11844.571392,17848.96231464738
txn_145,2026-01-03,r_0480,19588.42,8.2,1,25.95,0.74,16831.06185917418,271.07,100.3,False,15717.748207999997,444.55479999999994,0.37024999999999997,16162.303007999997,25664.633597459302
txn_146,2026-01-03,r_0499,36183.68,16.5,1,23.34,0.89,30341.35146207903,271.07,100.3,False,29033.784832,894.531,0.3833,29928.315832,48529.78082049619
txn_147,2026-01-04,r_0005,22053.48,15.4,1,55.03,0.53,26001.823044176897,271.07,100.4,False,17713.355136,834.8956,0.22485,18548.250735999998,23928.59541508095
txn_148,2026-01-04,r_0030,17879.61,7.4,1,28.35,0.65,15555.41846225908,271.07,100.4,False,14360.902752000002,401.1836,0.35825,14762.086352000002,23002.861475652513
txn_149,2026-01-04,r_0042,11637.61,12.5,1,17.44,0.88,11247.96795188367,271.07,100.4,False,9347.328352000002,677.675,0.4128,10025.003352000002,17072.553392370577
txn_150,2026-01-04,r_0044,27102.65,12.2,1,6.17,0.87,24928.22459275996,271.07,100.4,False,21768.848480000004,661.4108,0.46915,22430.259280000006,42253.47891118019
txn_151,2026-01-04,r_0099,28880.35,16.9,0,20.9,0.9,33199.088825177554,271.07,100.4,False,23196.69712,916.2166,0.39549999999999996,24112.91372,39889.02186931348
txn_152,2026-01-04,r_0106,15736.63,24.7,1,19.66,0.79,17498.462505236508,271.07,100.4,False,12639.661216,1339.0857999999998,0.4017,13978.747016000001,23364.110005014205
txn_153,2026-01-04,r_0115,19655.26,9.9,0,50.31,0.32,16569.321298503357,271.07,100.4,False,15787.104831999999,536.7186,0.24844999999999998,16323.823432,21720.209476415406
txn_154,2026-01-04,r_0117,26239.68,5.4,0,37.85,0.75,23217.339260913846,271.07,100.4,False,21075.710976000002,292.7556,0.31074999999999997,21368.466576000003,31002.490498367795
txn_155,2026-01-04,r_0121,30399.17,10.5,0,34.58,0.52,32914.95933382584,271.07,100.4,False,24416.613343999998,569.247,0.3271,24985.860343999997,37131.60996284737
txn_156,2026-01-04,r_0140,30691.05,15.2,1,40.65,0.83,30236.520785595112,271.07,100.4,False,24651.05136,824.0527999999999,0.29675,25475.104160000003,36224.819281905446
